Memo ID,account_id,Date,Shortcode,Memo,Rep ID,Sentiment,Channel,Intent
302,70b65935-f9f4-4aba-8411-a3ff583f3a41,2025-03-14,DC,2025-03-14 | DC | Rep: REP945 | Note: Customer satisfied with resolution.,REP945,Neutral,Voice,Debit Card Service
303,14c6962b-8b83-44ef-8a1e-32a82f4ecf5c,2025-04-13,CHQ BK,2025-04-13 | CHQ BK | Rep: REP734,REP734,Positive,Email,Order Cheque Book
304,36bd642d-6ae0-48aa-970f-6d1ce4c68704,2025-03-19,ECS BLK,2025-03-19 | ECS BLK | Rep: REP530 | Note: Dispute form submitted; follow-up needed in 5 days.,REP530,Neutral,Voice,Block Auto Payment
305,14453942-d088-4bae-b015-824ba4821f08,2025-04-18,STMT RQ,2025-04-18 | STMT RQ | Rep: REP540,REP540,Positive,Email,Get Statement
306,17a85cba-2f69-4b99-8db4-252f70b0ef33,2024-12-10,CHQ BK,2024-12-10 | CHQ BK | Rep: REP614 | Note: Offered balance transfer options; customer interested.,REP614,Positive,Voice,Order Cheque Book
307,20b597ca-3266-427e-a47d-79a31c1491a4,2024-11-21,DC,2024-11-21 | DC | Rep: REP633 | Note: Requested urgent update to mailing address.,REP633,Positive,Email,Debit Card Service
308,b9d0fe24-6860-4bbc-b5c1-7a0c8810d05c,2025-02-23,CLOSE ACCT,2025-02-23 | CLOSE ACCT | Rep: REP479 | Note: Customer complained about unrecognized transaction.,REP479,Neutral,Voice,Close Account
309,915f65c5-471f-4429-b0ab-a614e553d45c,2025-01-25,DISP,2025-01-25 | DISP | Rep: REP841 | Note: Explained process for fee waiver eligibility.,REP841,Positive,Email,Dispute Transaction
310,b8725edb-28c7-4c65-9d0f-d2a9bbda4bb6,2025-03-21,CHQ BK,2025-03-21 | CHQ BK | Rep: REP171 | Note: PIN reset confirmed and successful.,REP171,Positive,Chat,Order Cheque Book
311,e3d43b2b-56c6-4cb0-98e8-847df6184288,2025-03-09,COLL,"2025-03-09 | COLL | Rep: REP819 | Note: Asked for statement via email, sent instantly.",REP819,Neutral,Chat,Collections Call
312,0434e68f-dcd2-4409-95ab-2e1b5b50e6e8,2024-12-08,KYC,2024-12-08 | KYC | Rep: REP279 | Note: Customer complained about unrecognized transaction.,REP279,Neutral,Voice,Account Verification
313,6988d2ab-0c85-4ec1-a641-e140468bce09,2025-01-26,ECS BLK,2025-01-26 | ECS BLK | Rep: REP304,REP304,Negative,Email,Block Auto Payment
314,41859cc2-9f52-49b6-9c34-6b7d3257de06,2025-03-12,FEE WVR,2025-03-12 | FEE WVR | Rep: REP652,REP652,Positive,Email,Fee Waiver Request
315,0ae08baa-0270-44ea-9d96-667079aaea2a,2024-10-31,ECS BLK,2024-10-31 | ECS BLK | Rep: REP260,REP260,Neutral,Email,Block Auto Payment
316,bf954c81-7139-4f99-9385-aab171dbf23d,2024-11-03,FVR CHK,2024-11-03 | FVR CHK | Rep: REP640,REP640,Positive,Email,Fraud Detection
317,06d270b6-6fce-4d22-8fab-558f39f019ab,2025-01-15,KYC,2025-01-15 | KYC | Rep: REP342 | Note: Requested urgent update to mailing address.,REP342,Positive,Chat,Account Verification
318,ccf5d64a-c743-49b8-a561-95f4b4a79b76,2025-03-11,ADDR UPD,"2025-03-11 | ADDR UPD | Rep: REP649 | Note: Asked for statement via email, sent instantly.",REP649,Negative,Chat,Profile Update
319,06aa8efe-c4fa-4689-9f97-e1fe24151b18,2025-01-11,FVR CHK,2025-01-11 | FVR CHK | Rep: REP021 | Note: Card declined during purchase—issue escalated.,REP021,Positive,Email,Fraud Detection
320,39c58908-0e01-4368-a3c6-d1147d2a69d9,2025-03-22,PND DOC,2025-03-22 | PND DOC | Rep: REP669,REP669,Positive,Voice,Document Follow-up
321,0c067c6d-ddbd-4c91-882e-8a09196eb5ca,2025-01-10,NPS ACCT,2025-01-10 | NPS ACCT | Rep: REP443,REP443,Neutral,Email,Open New Account
322,5f9c04ee-03d3-44a5-b221-ad85fe6269be,2025-03-11,BAL QRY,2025-03-11 | BAL QRY | Rep: REP242 | Note: Customer satisfied with resolution.,REP242,Positive,Voice,Balance Inquiry
323,10408cd5-26ae-4239-9e05-6efe42e2aae5,2025-02-26,DC,2025-02-26 | DC | Rep: REP660,REP660,Negative,Email,Debit Card Service
324,840e6707-e8c3-4b4a-8af2-b0b7b29a93b5,2024-11-13,CLOSE ACCT,2024-11-13 | CLOSE ACCT | Rep: REP069,REP069,Positive,Email,Close Account
325,8c141c43-a3e3-441a-a4ef-22356da489cc,2025-02-05,PIN RST,2025-02-05 | PIN RST | Rep: REP809 | Note: Customer confirmed identity after 2FA.,REP809,Positive,Chat,Reset PIN
326,cda122e2-98d5-4007-959a-0bedb790fe80,2025-03-08,TXN,2025-03-08 | TXN | Rep: REP370,REP370,Neutral,Email,Transaction Issue
327,46023047-12c0-4e1d-b056-7a29178097ee,2025-02-23,PND DOC,2025-02-23 | PND DOC | Rep: REP688,REP688,Neutral,Email,Document Follow-up
328,b5d99b36-3595-4a88-91ba-4553c2d3ed9f,2025-01-13,OTP,2025-01-13 | OTP | Rep: REP502 | Note: Explained process for fee waiver eligibility.,REP502,Negative,Voice,Authentication Help
329,15da6d3d-8f92-4c54-a77d-ea4e2ce1b14d,2025-03-21,ECS BLK,2025-03-21 | ECS BLK | Rep: REP242 | Note: Explained process for fee waiver eligibility.,REP242,Positive,Voice,Block Auto Payment
330,0c067c6d-ddbd-4c91-882e-8a09196eb5ca,2024-10-24,TXN,2024-10-24 | TXN | Rep: REP562,REP562,Positive,Voice,Transaction Issue
331,6988d2ab-0c85-4ec1-a641-e140468bce09,2024-11-05,CLOSE ACCT,2024-11-05 | CLOSE ACCT | Rep: REP593,REP593,Negative,Email,Close Account
332,52014828-a05b-4c5c-ad00-9b7483e22d75,2024-12-27,BAL QRY,2024-12-27 | BAL QRY | Rep: REP586,REP586,Positive,Voice,Balance Inquiry
333,36bd642d-6ae0-48aa-970f-6d1ce4c68704,2024-10-30,COLL,2024-10-30 | COLL | Rep: REP614,REP614,Positive,Email,Collections Call
334,bf973dae-e279-4e3e-a0f8-f4bdde27d835,2024-12-15,ADDR UPD,2024-12-15 | ADDR UPD | Rep: REP828 | Note: Customer complained about unrecognized transaction.,REP828,Neutral,Email,Profile Update
335,0f301ab3-6241-4c1a-83c1-90cfbc891002,2025-03-29,FVR CHK,2025-03-29 | FVR CHK | Rep: REP463,REP463,Negative,Chat,Fraud Detection
336,0434e68f-dcd2-4409-95ab-2e1b5b50e6e8,2025-03-14,NRI,2025-03-14 | NRI | Rep: REP161 | Note: Dispute form submitted; follow-up needed in 5 days.,REP161,Negative,Email,Foreign Services
337,447b2c33-ad78-4482-af58-cfcf1d922222,2025-02-04,KYC,2025-02-04 | KYC | Rep: REP669,REP669,Negative,Voice,Account Verification
338,14453942-d088-4bae-b015-824ba4821f08,2025-01-10,KYC,2025-01-10 | KYC | Rep: REP882 | Note: PIN reset confirmed and successful.,REP882,Positive,Voice,Account Verification
339,b5d99b36-3595-4a88-91ba-4553c2d3ed9f,2025-01-17,CHQ BK,2025-01-17 | CHQ BK | Rep: REP786,REP786,Positive,Chat,Order Cheque Book
340,89647783-4c9e-45dc-8830-c647231f87cf,2025-04-16,DISP,2025-04-16 | DISP | Rep: REP640 | Note: Card declined during purchase—issue escalated.,REP640,Positive,Chat,Dispute Transaction
341,53432400-5bb6-45d6-976b-66d0b309666a,2025-03-29,ECS RVS,2025-03-29 | ECS RVS | Rep: REP132,REP132,Negative,Voice,Reversal Request
342,f7a5ae32-c2f2-47ca-a3ef-b45845fc6b72,2024-11-07,CHQ BK,2024-11-07 | CHQ BK | Rep: REP498,REP498,Neutral,Voice,Order Cheque Book
343,f8190d5a-c206-4b20-bf2f-39acfbb85d6d,2024-10-20,CC,2024-10-20 | CC | Rep: REP571,REP571,Negative,Email,Apply Credit Card
344,b5d99b36-3595-4a88-91ba-4553c2d3ed9f,2025-02-28,ADDR UPD,2025-02-28 | ADDR UPD | Rep: REP281,REP281,Neutral,Voice,Profile Update
345,b7206ec9-9b0f-4849-8981-243e2f04b06e,2025-03-30,ECS BLK,2025-03-30 | ECS BLK | Rep: REP300,REP300,Negative,Email,Block Auto Payment
346,23d538dc-dab3-4f26-b517-5f073d692200,2024-10-23,KYC,2024-10-23 | KYC | Rep: REP888,REP888,Positive,Email,Account Verification
347,90afe5d4-7245-4a25-ab42-77927429fa9f,2025-03-17,BAL TRF,2025-03-17 | BAL TRF | Rep: REP930,REP930,Negative,Chat,Balance Transfer Request
348,29a6d7e9-89b9-42e8-8e97-0adecdcf52a5,2024-11-25,NPS ACCT,2024-11-25 | NPS ACCT | Rep: REP977,REP977,Negative,Chat,Open New Account
349,f8035d6f-dc44-472f-aa65-0b94655e9cd6,2024-10-26,BAL QRY,2024-10-26 | BAL QRY | Rep: REP929,REP929,Positive,Email,Balance Inquiry
350,8d40f1f4-e8f8-4c51-bae9-54db78afb62d,2025-01-18,NPS ACCT,2025-01-18 | NPS ACCT | Rep: REP621,REP621,Positive,Chat,Open New Account
351,17a85cba-2f69-4b99-8db4-252f70b0ef33,2025-01-13,DISP,"2025-01-13 | DISP | Rep: REP291 | Note: Asked for statement via email, sent instantly.",REP291,Neutral,Chat,Dispute Transaction
352,990c2a8e-9b41-4b33-ac89-d3cfe4b7bb93,2025-02-11,ECS RVS,2025-02-11 | ECS RVS | Rep: REP675,REP675,Neutral,Chat,Reversal Request
353,46023047-12c0-4e1d-b056-7a29178097ee,2024-11-06,DISP,2024-11-06 | DISP | Rep: REP837 | Note: Fraud alert placed on the account.,REP837,Negative,Voice,Dispute Transaction
354,70b65935-f9f4-4aba-8411-a3ff583f3a41,2024-12-25,KYC,2024-12-25 | KYC | Rep: REP322,REP322,Negative,Email,Account Verification
355,20b597ca-3266-427e-a47d-79a31c1491a4,2025-01-11,ADDR UPD,2025-01-11 | ADDR UPD | Rep: REP585 | Note: Customer complained about unrecognized transaction.,REP585,Neutral,Voice,Profile Update
356,8d40f1f4-e8f8-4c51-bae9-54db78afb62d,2025-04-06,CC,2025-04-06 | CC | Rep: REP055 | Note: Card declined during purchase—issue escalated.,REP055,Neutral,Chat,Apply Credit Card
357,7c97ca79-ff2c-446d-9e36-c122afac1aff,2024-11-12,ACCT,2024-11-12 | ACCT | Rep: REP065 | Note: Advised to visit branch with original documents.,REP065,Neutral,Chat,General Account Info
358,447b2c33-ad78-4482-af58-cfcf1d922222,2025-04-02,DC,2025-04-02 | DC | Rep: REP571,REP571,Negative,Email,Debit Card Service
359,b7206ec9-9b0f-4849-8981-243e2f04b06e,2025-01-15,NPS ACCT,2025-01-15 | NPS ACCT | Rep: REP047 | Note: PIN reset confirmed and successful.,REP047,Negative,Email,Open New Account
360,36bd642d-6ae0-48aa-970f-6d1ce4c68704,2025-02-11,BAL QRY,2025-02-11 | BAL QRY | Rep: REP985 | Note: Customer complained about unrecognized transaction.,REP985,Negative,Voice,Balance Inquiry
361,915f65c5-471f-4429-b0ab-a614e553d45c,2024-10-24,NPS ACCT,2024-10-24 | NPS ACCT | Rep: REP413,REP413,Positive,Voice,Open New Account
362,0842f9fc-3fa9-4ec9-8251-82210e4a9d52,2025-01-07,DISP,2025-01-07 | DISP | Rep: REP024 | Note: Explained process for fee waiver eligibility.,REP024,Negative,Chat,Dispute Transaction
363,f0f4107a-3ef7-4a62-bd63-35453e5482c2,2024-11-20,BAL QRY,2024-11-20 | BAL QRY | Rep: REP873,REP873,Neutral,Email,Balance Inquiry
364,06d270b6-6fce-4d22-8fab-558f39f019ab,2024-12-17,CLOSE ACCT,2024-12-17 | CLOSE ACCT | Rep: REP124,REP124,Positive,Email,Close Account
365,bf3dabb4-534e-439c-8e50-da466bd22af9,2024-10-27,OTP,2024-10-27 | OTP | Rep: REP406,REP406,Positive,Voice,Authentication Help
366,15da6d3d-8f92-4c54-a77d-ea4e2ce1b14d,2025-01-13,KYC,2025-01-13 | KYC | Rep: REP554,REP554,Neutral,Voice,Account Verification
367,4c183bc4-9920-4b57-899a-9e39cfe16ad0,2024-12-11,ACCT,2024-12-11 | ACCT | Rep: REP490,REP490,Neutral,Chat,General Account Info
368,0f301ab3-6241-4c1a-83c1-90cfbc891002,2024-12-27,OTP,2024-12-27 | OTP | Rep: REP147 | Note: Advised to visit branch with original documents.,REP147,Positive,Chat,Authentication Help
369,bf973dae-e279-4e3e-a0f8-f4bdde27d835,2024-11-25,KYC,2024-11-25 | KYC | Rep: REP164,REP164,Positive,Chat,Account Verification
370,4c183bc4-9920-4b57-899a-9e39cfe16ad0,2025-01-07,ACCT,2025-01-07 | ACCT | Rep: REP656,REP656,Positive,Chat,General Account Info
371,e060bf64-5d7b-4fce-b318-1054dfee0b20,2025-03-05,ACCT,2025-03-05 | ACCT | Rep: REP210 | Note: Collection notice acknowledged; partial payment made.,REP210,Positive,Email,General Account Info
372,bf954c81-7139-4f99-9385-aab171dbf23d,2025-04-07,FEE WVR,2025-04-07 | FEE WVR | Rep: REP701,REP701,Neutral,Email,Fee Waiver Request
373,bf4d3049-e9cc-4fbe-9fdc-ff4109ff584e,2024-12-24,KYC,2024-12-24 | KYC | Rep: REP697,REP697,Positive,Voice,Account Verification
374,b8673aa7-11ae-4850-9078-4b32c92d18e8,2024-12-18,TXN,2024-12-18 | TXN | Rep: REP580,REP580,Positive,Email,Transaction Issue
375,bf4d3049-e9cc-4fbe-9fdc-ff4109ff584e,2025-02-18,NRI,2025-02-18 | NRI | Rep: REP430,REP430,Negative,Voice,Foreign Services
376,b8673aa7-11ae-4850-9078-4b32c92d18e8,2025-04-04,PND DOC,2025-04-04 | PND DOC | Rep: REP810,REP810,Positive,Chat,Document Follow-up
377,39c58908-0e01-4368-a3c6-d1147d2a69d9,2024-10-31,CLOSE ACCT,2024-10-31 | CLOSE ACCT | Rep: REP763,REP763,Neutral,Email,Close Account
378,dc4d4c8b-e0c4-4756-958e-b544b47385a3,2025-01-13,PIN RST,2025-01-13 | PIN RST | Rep: REP717,REP717,Positive,Chat,Reset PIN
379,32d5fe86-eac5-40e9-8b43-f8c963ba2f01,2025-04-15,OTP,2025-04-15 | OTP | Rep: REP846,REP846,Positive,Chat,Authentication Help
380,a205ea87-4fa9-4d62-b169-de85a7b9bc91,2024-12-01,FVR CHK,2024-12-01 | FVR CHK | Rep: REP596 | Note: Customer confirmed identity after 2FA.,REP596,Negative,Voice,Fraud Detection
381,d7fe11dc-048f-49b8-b1bc-dcbdbb9a7984,2024-10-20,FVR CHK,2024-10-20 | FVR CHK | Rep: REP996 | Note: Offered balance transfer options; customer interested.,REP996,Negative,Chat,Fraud Detection
382,0ae08baa-0270-44ea-9d96-667079aaea2a,2025-03-22,ADDR UPD,2025-03-22 | ADDR UPD | Rep: REP118 | Note: Customer confirmed identity after 2FA.,REP118,Neutral,Email,Profile Update
383,6117057d-dd3f-4142-844c-1e49f9428e43,2024-12-08,BAL TRF,2024-12-08 | BAL TRF | Rep: REP367,REP367,Positive,Email,Balance Transfer Request
384,bf3dabb4-534e-439c-8e50-da466bd22af9,2024-12-14,BAL TRF,2024-12-14 | BAL TRF | Rep: REP325 | Note: Explained process for fee waiver eligibility.,REP325,Negative,Chat,Balance Transfer Request
385,447b2c33-ad78-4482-af58-cfcf1d922222,2025-04-15,PIN RST,2025-04-15 | PIN RST | Rep: REP699 | Note: Customer complained about unrecognized transaction.,REP699,Neutral,Voice,Reset PIN
386,60fdd689-f9f7-4959-a65a-78190fcf80c1,2024-12-06,COLL,2024-12-06 | COLL | Rep: REP689 | Note: Advised to visit branch with original documents.,REP689,Neutral,Voice,Collections Call
387,5f9c04ee-03d3-44a5-b221-ad85fe6269be,2024-10-20,CHQ BK,2024-10-20 | CHQ BK | Rep: REP753,REP753,Neutral,Voice,Order Cheque Book
388,dc4d4c8b-e0c4-4756-958e-b544b47385a3,2024-12-20,NPS ACCT,2024-12-20 | NPS ACCT | Rep: REP756 | Note: Advised to visit branch with original documents.,REP756,Neutral,Voice,Open New Account
389,dc1322a7-aa46-4408-a3a7-a1412d19735e,2025-02-10,COLL,2025-02-10 | COLL | Rep: REP403,REP403,Positive,Email,Collections Call
390,447b2c33-ad78-4482-af58-cfcf1d922222,2025-02-07,FEE WVR,2025-02-07 | FEE WVR | Rep: REP498 | Note: No further action required; issue resolved.,REP498,Positive,Chat,Fee Waiver Request
391,4e3b0722-bc67-47bb-9ff8-61243e0d60cd,2025-03-14,FEE WVR,2025-03-14 | FEE WVR | Rep: REP405 | Note: Explained process for fee waiver eligibility.,REP405,Neutral,Voice,Fee Waiver Request
392,a7e21628-b261-4068-8b36-1dd18a10f5ae,2024-12-19,NRI,2024-12-19 | NRI | Rep: REP246 | Note: No further action required; issue resolved.,REP246,Negative,Voice,Foreign Services
393,6117057d-dd3f-4142-844c-1e49f9428e43,2024-11-17,BAL TRF,2024-11-17 | BAL TRF | Rep: REP258,REP258,Neutral,Chat,Balance Transfer Request
394,0434e68f-dcd2-4409-95ab-2e1b5b50e6e8,2024-10-23,COLL,2024-10-23 | COLL | Rep: REP263,REP263,Negative,Voice,Collections Call
395,36bd642d-6ae0-48aa-970f-6d1ce4c68704,2025-04-11,DC,2025-04-11 | DC | Rep: REP409,REP409,Negative,Voice,Debit Card Service
396,1fe9d4bc-18e2-46c6-9241-92f1d6a12512,2024-12-13,LMT INC,2024-12-13 | LMT INC | Rep: REP013,REP013,Positive,Email,Increase Credit Limit
397,0842f9fc-3fa9-4ec9-8251-82210e4a9d52,2025-04-04,NPS ACCT,2025-04-04 | NPS ACCT | Rep: REP056 | Note: Collection notice acknowledged; partial payment made.,REP056,Neutral,Voice,Open New Account
398,823a02da-ed52-488a-ad1b-147536f95891,2024-12-21,FVR CHK,2024-12-21 | FVR CHK | Rep: REP792 | Note: Advised to visit branch with original documents.,REP792,Negative,Chat,Fraud Detection
399,6117057d-dd3f-4142-844c-1e49f9428e43,2025-01-03,CC,2025-01-03 | CC | Rep: REP766,REP766,Neutral,Email,Apply Credit Card
400,2d6b83e6-6ce7-4785-96dd-19a74c0eb35d,2024-10-23,LMT INC,2024-10-23 | LMT INC | Rep: REP911,REP911,Negative,Voice,Increase Credit Limit
401,33b3f695-4685-4d11-bccd-65bd79d42c68,2025-04-09,STMT RQ,2025-04-09 | STMT RQ | Rep: REP334,REP334,Negative,Chat,Get Statement
402,173392a5-0c8b-4b88-800e-b50d5edff8d1,2024-12-07,TXN,2024-12-07 | TXN | Rep: REP686 | Note: Requested urgent update to mailing address.,REP686,Positive,Email,Transaction Issue
403,a7e21628-b261-4068-8b36-1dd18a10f5ae,2024-10-26,BAL TRF,2024-10-26 | BAL TRF | Rep: REP600,REP600,Neutral,Voice,Balance Transfer Request
404,990c2a8e-9b41-4b33-ac89-d3cfe4b7bb93,2024-11-07,DC,2024-11-07 | DC | Rep: REP793 | Note: Collection notice acknowledged; partial payment made.,REP793,Positive,Email,Debit Card Service
405,990c2a8e-9b41-4b33-ac89-d3cfe4b7bb93,2025-02-10,PIN RST,2025-02-10 | PIN RST | Rep: REP085 | Note: Customer complained about unrecognized transaction.,REP085,Negative,Email,Reset PIN
406,06aa8efe-c4fa-4689-9f97-e1fe24151b18,2024-12-18,PIN RST,2024-12-18 | PIN RST | Rep: REP839,REP839,Positive,Voice,Reset PIN
407,b8673aa7-11ae-4850-9078-4b32c92d18e8,2025-01-14,BAL TRF,2025-01-14 | BAL TRF | Rep: REP462 | Note: Offered balance transfer options; customer interested.,REP462,Positive,Voice,Balance Transfer Request
408,840e6707-e8c3-4b4a-8af2-b0b7b29a93b5,2025-02-02,ECS RVS,2025-02-02 | ECS RVS | Rep: REP856 | Note: Card declined during purchase—issue escalated.,REP856,Negative,Voice,Reversal Request
409,3b569f87-2a2c-4b2b-8c45-9dc1500fe43d,2025-03-10,ECS RVS,2025-03-10 | ECS RVS | Rep: REP756,REP756,Neutral,Voice,Reversal Request
410,e4a60b15-684d-4f73-a69e-41ecdd293758,2025-03-03,ECS RVS,2025-03-03 | ECS RVS | Rep: REP305,REP305,Negative,Chat,Reversal Request
411,90aba0e9-b888-4e3f-baf3-ad6ed194daa1,2024-12-17,ECS BLK,2024-12-17 | ECS BLK | Rep: REP274,REP274,Negative,Chat,Block Auto Payment
412,443c0160-bac5-4733-86d5-9c423bf3d008,2024-12-23,FVR CHK,2024-12-23 | FVR CHK | Rep: REP342,REP342,Positive,Email,Fraud Detection
413,32d5fe86-eac5-40e9-8b43-f8c963ba2f01,2025-03-20,STMT RQ,2025-03-20 | STMT RQ | Rep: REP418 | Note: Customer complained about unrecognized transaction.,REP418,Neutral,Voice,Get Statement
414,b0b7373d-3ad0-4420-9854-84cb343e8a10,2024-12-18,CHQ BK,2024-12-18 | CHQ BK | Rep: REP706,REP706,Neutral,Chat,Order Cheque Book
415,90aba0e9-b888-4e3f-baf3-ad6ed194daa1,2024-11-26,ECS RVS,2024-11-26 | ECS RVS | Rep: REP915,REP915,Neutral,Email,Reversal Request
416,70b65935-f9f4-4aba-8411-a3ff583f3a41,2024-11-07,ACCT,2024-11-07 | ACCT | Rep: REP216 | Note: Requested urgent update to mailing address.,REP216,Negative,Voice,General Account Info
417,14453942-d088-4bae-b015-824ba4821f08,2025-02-07,ADDR UPD,2025-02-07 | ADDR UPD | Rep: REP893 | Note: Customer complained about unrecognized transaction.,REP893,Neutral,Chat,Profile Update
418,8d40f1f4-e8f8-4c51-bae9-54db78afb62d,2024-12-09,ECS BLK,2024-12-09 | ECS BLK | Rep: REP921 | Note: PIN reset confirmed and successful.,REP921,Negative,Voice,Block Auto Payment
419,89647783-4c9e-45dc-8830-c647231f87cf,2024-11-26,ACCT,2024-11-26 | ACCT | Rep: REP608 | Note: Dispute form submitted; follow-up needed in 5 days.,REP608,Positive,Chat,General Account Info
420,f89462a3-b7a7-47a0-860d-341f8d68e2be,2025-03-25,FVR CHK,2025-03-25 | FVR CHK | Rep: REP764,REP764,Negative,Voice,Fraud Detection
421,46023047-12c0-4e1d-b056-7a29178097ee,2024-11-08,CHQ BK,2024-11-08 | CHQ BK | Rep: REP025 | Note: Customer confirmed identity after 2FA.,REP025,Negative,Chat,Order Cheque Book
422,4c183bc4-9920-4b57-899a-9e39cfe16ad0,2025-01-25,PIN RST,2025-01-25 | PIN RST | Rep: REP329,REP329,Neutral,Email,Reset PIN
423,2d6b83e6-6ce7-4785-96dd-19a74c0eb35d,2024-11-10,DC,"2024-11-10 | DC | Rep: REP392 | Note: Asked for statement via email, sent instantly.",REP392,Negative,Email,Debit Card Service
424,5282a13a-908f-4fe8-b799-d702be60d2f7,2024-10-21,TXN,2024-10-21 | TXN | Rep: REP603,REP603,Neutral,Chat,Transaction Issue
425,e3dce91d-ea4f-4d97-9514-bdeb43dacd04,2024-12-14,ECS BLK,2024-12-14 | ECS BLK | Rep: REP587 | Note: Offered balance transfer options; customer interested.,REP587,Neutral,Chat,Block Auto Payment
426,f7a5ae32-c2f2-47ca-a3ef-b45845fc6b72,2024-11-16,DC,2024-11-16 | DC | Rep: REP479 | Note: Customer confirmed identity after 2FA.,REP479,Neutral,Voice,Debit Card Service
427,dc4d4c8b-e0c4-4756-958e-b544b47385a3,2025-03-12,NRI,"2025-03-12 | NRI | Rep: REP449 | Note: Asked for statement via email, sent instantly.",REP449,Neutral,Email,Foreign Services
428,81066c1c-c625-4ad3-8474-6ffad68ad9f3,2025-03-05,ADDR UPD,2025-03-05 | ADDR UPD | Rep: REP800 | Note: Customer satisfied with resolution.,REP800,Negative,Chat,Profile Update
429,ccf5d64a-c743-49b8-a561-95f4b4a79b76,2025-02-22,FEE WVR,2025-02-22 | FEE WVR | Rep: REP165,REP165,Neutral,Voice,Fee Waiver Request
430,1fe9d4bc-18e2-46c6-9241-92f1d6a12512,2025-01-01,CHQ BK,2025-01-01 | CHQ BK | Rep: REP737,REP737,Positive,Chat,Order Cheque Book
431,a5c2be23-9314-454a-a546-f96f75749afa,2024-10-21,NPS ACCT,2024-10-21 | NPS ACCT | Rep: REP717 | Note: Collection notice acknowledged; partial payment made.,REP717,Neutral,Email,Open New Account
432,a7e21628-b261-4068-8b36-1dd18a10f5ae,2025-02-17,BAL TRF,2025-02-17 | BAL TRF | Rep: REP538,REP538,Negative,Chat,Balance Transfer Request
433,73d8b86a-d1dc-425c-b98e-7712bc5351ee,2024-12-02,CLOSE ACCT,2024-12-02 | CLOSE ACCT | Rep: REP996,REP996,Positive,Voice,Close Account
434,bf4d3049-e9cc-4fbe-9fdc-ff4109ff584e,2025-02-28,KYC,2025-02-28 | KYC | Rep: REP213 | Note: Collection notice acknowledged; partial payment made.,REP213,Neutral,Email,Account Verification
435,a5c2be23-9314-454a-a546-f96f75749afa,2025-01-09,DISP,2025-01-09 | DISP | Rep: REP174,REP174,Neutral,Voice,Dispute Transaction
436,6117057d-dd3f-4142-844c-1e49f9428e43,2025-03-21,CLOSE ACCT,2025-03-21 | CLOSE ACCT | Rep: REP230 | Note: Advised to visit branch with original documents.,REP230,Positive,Voice,Close Account
437,0c067c6d-ddbd-4c91-882e-8a09196eb5ca,2025-01-14,KYC,2025-01-14 | KYC | Rep: REP135 | Note: Fraud alert placed on the account.,REP135,Positive,Chat,Account Verification
438,0f301ab3-6241-4c1a-83c1-90cfbc891002,2025-02-01,CHQ BK,2025-02-01 | CHQ BK | Rep: REP100 | Note: Customer complained about unrecognized transaction.,REP100,Negative,Voice,Order Cheque Book
439,502fd85b-626a-4e9e-bcd2-708a1cafe1c1,2025-01-27,NRI,2025-01-27 | NRI | Rep: REP873,REP873,Positive,Chat,Foreign Services
440,e3d43b2b-56c6-4cb0-98e8-847df6184288,2025-01-11,TXN,2025-01-11 | TXN | Rep: REP487,REP487,Negative,Voice,Transaction Issue
441,4e3b0722-bc67-47bb-9ff8-61243e0d60cd,2024-11-11,ECS BLK,2024-11-11 | ECS BLK | Rep: REP999,REP999,Neutral,Email,Block Auto Payment
442,b9d0fe24-6860-4bbc-b5c1-7a0c8810d05c,2025-02-14,BAL QRY,2025-02-14 | BAL QRY | Rep: REP568,REP568,Positive,Email,Balance Inquiry
443,89647783-4c9e-45dc-8830-c647231f87cf,2025-03-24,CLOSE ACCT,2025-03-24 | CLOSE ACCT | Rep: REP368 | Note: Collection notice acknowledged; partial payment made.,REP368,Negative,Voice,Close Account
444,19870aee-236e-442d-9b1a-262bb11eea2d,2025-01-05,NRI,2025-01-05 | NRI | Rep: REP144 | Note: Collection notice acknowledged; partial payment made.,REP144,Negative,Chat,Foreign Services
445,89647783-4c9e-45dc-8830-c647231f87cf,2024-10-25,CLOSE ACCT,2024-10-25 | CLOSE ACCT | Rep: REP157 | Note: Explained process for fee waiver eligibility.,REP157,Positive,Chat,Close Account
446,e3dce91d-ea4f-4d97-9514-bdeb43dacd04,2025-03-20,DISP,2025-03-20 | DISP | Rep: REP619 | Note: Fraud alert placed on the account.,REP619,Negative,Chat,Dispute Transaction
447,60fdd689-f9f7-4959-a65a-78190fcf80c1,2025-03-08,ECS RVS,2025-03-08 | ECS RVS | Rep: REP264,REP264,Negative,Email,Reversal Request
448,91aae7c3-2bcf-4b9b-b239-0dd0de5f6e6f,2024-12-17,KYC,2024-12-17 | KYC | Rep: REP620,REP620,Negative,Email,Account Verification
449,e060bf64-5d7b-4fce-b318-1054dfee0b20,2024-12-19,STMT RQ,2024-12-19 | STMT RQ | Rep: REP564,REP564,Positive,Chat,Get Statement
450,dc1322a7-aa46-4408-a3a7-a1412d19735e,2025-01-15,BAL QRY,2025-01-15 | BAL QRY | Rep: REP725 | Note: Requested urgent update to mailing address.,REP725,Positive,Email,Balance Inquiry
